Sale_ID,Product_Name,Product_Category,Store_Name,Store_City,Store_Location,Store_Open_Date,Date,Stock_On_Hand,Total_Units,Revenue
3,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,6.99
3,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
3,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,6.99
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,31.98
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,47.97
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,15.99
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,15.99
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,15.99
4,Dart Gun,Sports & Outdoors,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,100,1,15.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,39.99
5,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,1,39.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,26.97
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,17.98
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,1,8.99
6,Splash Balls,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,79,1,8.99
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,31.98
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,15.99
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,15.99
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,15.99
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,31.98
7,Dart Gun,Sports & Outdoors,Maven Toys Toluca 2,Toluca,Commercial,2014-05-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,1,15.99
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,12.99
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,25.98
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,25.98
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,12.99
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,12.99
8,Animal Figures,Toys,Maven Toys Puebla 1,Puebla,Commercial,2008-12-16T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,12.99
9,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,19.98
9,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,9.99
9,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,9.99
9,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,1,9.99
10,Deck Of Cards,Games,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
10,Deck Of Cards,Games,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
10,Deck Of Cards,Games,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,13.98
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,20.97
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,13.98
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,6.99
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,6.99
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
11,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,6.99
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,20.97
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,13.98
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,6.99
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,6.99
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,6.99
12,Deck Of Cards,Games,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,131,1,6.99
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,13.98
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,13.98
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,4,27.96
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,2,13.98
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,69,2,13.98
13,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,129,2,13.98
14,Dino Egg,Toys,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,21.98
14,Dino Egg,Toys,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,10.99
14,Dino Egg,Toys,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,10.99
14,Dino Egg,Toys,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,1,10.99
15,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,8.99
15,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,17.98
15,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,8.99
15,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,2,17.98
15,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,2,17.98
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,59.97
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,19.99
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,39.98
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,19.99
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,19.99
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,19.99
16,Nerf Gun,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,131,1,19.99
17,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
17,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,6.99
17,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
17,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,71,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,20.97
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,13.98
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
18,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,6.99
19,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
19,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,6.99
19,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
19,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,71,1,6.99
20,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,39.98
20,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,39.98
20,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,2,39.98
20,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,2,39.98
21,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,8.99
21,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,17.98
21,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,8.99
21,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,2,17.98
21,Splash Balls,Sports & Outdoors,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,2,17.98
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,4.99
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,4.99
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,4.99
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,4.99
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,4.99
22,PlayDoh Toolkit,Art & Crafts,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,4.99
23,Deck Of Cards,Games,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
23,Deck Of Cards,Games,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,6.99
23,Deck Of Cards,Games,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,1,6.99
23,Deck Of Cards,Games,Maven Toys Guadalajara 2,Guadalajara,Commercial,1999-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,6.99
24,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,39.98
24,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,39.98
24,Nerf Gun,Sports & Outdoors,Maven Toys Guadalajara 3,Guadalajara,Airport,2011-10-20T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,19.99
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,5,124.95
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,24.99
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,24.99
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,24.99
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,24.99
25,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,24.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,4,27.96
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,13.98
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,1,6.99
26,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,100,1,6.99
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,26.97
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,8.99
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,17.98
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,8.99
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,8.99
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,8.99
27,Splash Balls,Sports & Outdoors,Maven Toys Villahermosa 1,Villahermosa,Downtown,2013-06-07T00:00:00.0000000,2022-01-01T00:00:00.0000000,131,1,8.99
28,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,7.99
28,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,7.99
28,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,7.99
28,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,73,1,7.99
29,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,23.97
29,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,4,31.96
29,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,3,23.97
29,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,2,15.98
29,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,7.99
